,Date,Open,High,Low,Close,Adj Close,Volume
72,1990-07-17,629.5310059999999,629.5310059999999,629.5310059999999,629.5310059999999,629.512329,0.0
73,1990-07-18,631.169983,631.169983,631.169983,631.169983,631.151245,0.0
74,1990-07-19,629.473022,629.473022,629.473022,629.473022,629.454346,0.0
75,1990-07-20,630.096008,630.096008,630.096008,630.096008,630.0773320000001,0.0
77,1990-07-24,625.9060059999999,625.9060059999999,625.9060059999999,625.9060059999999,625.8874509999999,0.0
78,1990-07-25,627.960022,627.960022,627.960022,627.960022,627.9413450000001,0.0
79,1990-07-26,626.0,626.0,626.0,626.0,625.981445,0.0
80,1990-07-27,624.086975,624.086975,624.086975,624.086975,624.0684200000001,0.0
81,1990-07-30,619.6619870000001,619.6619870000001,619.6619870000001,619.6619870000001,619.6436160000001,0.0
82,1990-07-31,614.4060059999999,614.4060059999999,614.4060059999999,614.4060059999999,614.387756,0.0
83,1990-08-01,611.981018,611.981018,611.981018,611.981018,611.962891,0.0
84,1990-08-02,612.221985,612.221985,612.221985,612.221985,612.2038570000001,0.0
85,1990-08-03,613.4940190000001,613.4940190000001,613.4940190000001,613.4940190000001,613.475769,0.0
86,1990-08-06,607.6259769999999,607.6259769999999,607.6259769999999,607.6259769999999,607.607971,0.0
87,1990-08-07,603.1240230000001,603.1240230000001,603.1240230000001,603.1240230000001,603.10614,0.0
88,1990-08-08,595.9349980000001,595.9349980000001,595.9349980000001,595.9349980000001,595.917297,0.0
89,1990-08-09,593.473022,593.473022,593.473022,593.473022,593.455444,0.0
90,1990-08-10,591.9689940000001,591.9689940000001,591.9689940000001,591.9689940000001,591.951416,0.0
91,1990-08-13,590.010986,590.010986,590.010986,590.010986,589.993469,0.0
92,1990-08-14,587.333984,587.333984,587.333984,587.333984,587.3165280000001,0.0
93,1990-08-15,584.1560059999999,584.1560059999999,584.1560059999999,584.1560059999999,584.1386719999999,0.0
94,1990-08-16,585.150024,585.150024,585.150024,585.150024,585.132629,0.0
96,1990-08-20,583.471008,583.471008,583.471008,583.471008,583.453674,0.0
97,1990-08-21,577.47699,577.47699,577.47699,577.47699,577.459839,0.0
98,1990-08-22,573.2979740000001,573.2979740000001,573.2979740000001,573.2979740000001,573.280945,0.0
99,1990-08-23,563.48999,563.48999,563.48999,563.48999,563.473267,0.0
100,1990-08-24,551.7819820000001,551.7819820000001,551.7819820000001,551.7819820000001,551.765625,0.0
101,1990-08-27,546.830017,546.830017,546.830017,546.830017,546.8137820000001,0.0
102,1990-08-28,556.336975,556.336975,556.336975,556.336975,556.320496,0.0
104,1990-08-30,559.382996,559.382996,559.382996,559.382996,559.366394,0.0
105,1990-08-31,571.02002,571.02002,571.02002,571.02002,571.0030519999999,0.0
106,1990-09-03,567.4069820000001,567.4069820000001,567.4069820000001,567.4069820000001,567.390137,0.0
107,1990-09-04,562.335999,562.335999,562.335999,562.335999,562.319275,0.0
108,1990-09-05,557.057983,557.057983,557.057983,557.057983,557.041443,0.0
109,1990-09-06,557.146973,557.146973,557.146973,557.146973,557.130432,0.0
110,1990-09-07,546.598999,546.598999,546.598999,546.598999,546.582825,0.0
112,1990-09-11,541.869995,541.869995,541.869995,541.869995,541.853943,0.0
113,1990-09-12,539.390991,539.390991,539.390991,539.390991,539.375,0.0
114,1990-09-13,530.4229740000001,530.4229740000001,530.4229740000001,530.4229740000001,530.4072269999999,0.0
115,1990-09-14,529.119995,529.119995,529.119995,529.119995,529.1042480000001,0.0
116,1990-09-17,523.114014,523.114014,523.114014,523.114014,523.098511,0.0
117,1990-09-18,515.143982,515.143982,515.143982,515.143982,515.128662,0.0
118,1990-09-19,507.071991,507.071991,507.071991,507.071991,507.056946,0.0
119,1990-09-20,500.69000199999994,500.69000199999994,500.69000199999994,500.69000199999994,500.67514000000006,0.0
120,1990-09-21,500.299011,500.299011,500.299011,500.299011,500.284149,0.0
121,1990-09-24,493.93600499999997,493.93600499999997,493.93600499999997,493.93600499999997,493.92135599999995,0.0
122,1990-09-25,477.377991,477.377991,477.377991,477.377991,477.36383099999995,0.0
123,1990-09-26,464.252991,464.252991,464.252991,464.252991,464.239197,0.0
124,1990-09-27,454.51199299999996,454.51199299999996,454.51199299999996,454.51199299999996,454.49847400000004,0.0
125,1990-09-28,468.509003,468.509003,468.509003,468.509003,468.495117,0.0
126,1990-10-01,468.5,468.5,468.5,468.5,468.48611500000004,0.0
127,1990-10-02,460.579987,460.579987,460.579987,460.579987,460.56631500000003,0.0
128,1990-10-03,456.90100099999995,456.90100099999995,456.90100099999995,456.90100099999995,456.887421,0.0
129,1990-10-04,452.61499000000003,452.61499000000003,452.61499000000003,452.61499000000003,452.601532,0.0
130,1990-10-05,450.05801399999996,450.05801399999996,450.05801399999996,450.05801399999996,450.044647,0.0
131,1990-10-08,446.341003,446.341003,446.341003,446.341003,446.32775899999996,0.0
132,1990-10-09,441.76599100000004,441.76599100000004,441.76599100000004,441.76599100000004,441.75286900000003,0.0
133,1990-10-10,433.5,433.5,433.5,433.5,433.487122,0.0
134,1990-10-11,428.55999800000006,428.55999800000006,428.55999800000006,428.55999800000006,428.54730199999995,0.0
135,1990-10-12,425.39700300000004,425.39700300000004,425.39700300000004,425.39700300000004,425.38436900000005,0.0
136,1990-10-15,419.24301099999997,419.24301099999997,419.24301099999997,419.24301099999997,419.23056,0.0
137,1990-10-16,414.747009,414.747009,414.747009,414.747009,414.73467999999997,0.0
138,1990-10-17,407.542999,407.542999,407.542999,407.542999,407.53088399999996,0.0
139,1990-10-18,398.558014,398.558014,398.558014,398.558014,398.546173,0.0
140,1990-10-19,396.98098799999997,396.98098799999997,396.98098799999997,396.98098799999997,396.969208,0.0
141,1990-10-22,407.674988,407.674988,407.674988,407.674988,407.662872,0.0
142,1990-10-23,405.112,405.112,405.112,405.112,405.09997599999997,0.0
143,1990-10-24,409.127991,409.127991,409.127991,409.127991,409.11584500000004,0.0
144,1990-10-25,417.575989,417.575989,417.575989,417.575989,417.563599,0.0
145,1990-10-26,437.756989,437.756989,437.756989,437.756989,437.74401900000004,0.0
146,1990-10-29,453.22900400000003,453.22900400000003,453.22900400000003,453.22900400000003,453.215546,0.0
147,1990-10-30,430.68600499999997,430.68600499999997,430.68600499999997,430.68600499999997,430.67321799999996,0.0
148,1990-10-31,416.489014,416.489014,416.489014,416.489014,416.476654,0.0
149,1990-11-01,416.342987,416.342987,416.342987,416.342987,416.330627,0.0
150,1990-11-02,419.73199500000004,419.73199500000004,419.73199500000004,419.73199500000004,419.719513,0.0
151,1990-11-05,416.62298599999997,416.62298599999997,416.62298599999997,416.62298599999997,416.61062599999997,0.0
152,1990-11-06,415.080994,415.080994,415.080994,415.080994,415.068665,0.0
153,1990-11-07,414.50698900000003,414.50698900000003,414.50698900000003,414.50698900000003,414.49469,0.0
154,1990-11-08,412.825989,412.825989,412.825989,412.825989,412.813721,0.0
155,1990-11-09,412.02999900000003,412.02999900000003,412.02999900000003,412.02999900000003,412.017792,0.0
156,1990-11-12,408.967987,408.967987,408.967987,408.967987,408.955841,0.0
157,1990-11-13,406.419006,406.419006,406.419006,406.419006,406.406952,0.0
158,1990-11-14,402.51001,402.51001,402.51001,402.51001,402.498077,0.0
159,1990-11-15,398.954987,398.954987,398.954987,398.954987,398.943146,0.0
160,1990-11-16,398.52099599999997,398.52099599999997,398.52099599999997,398.52099599999997,398.50915499999996,0.0
161,1990-11-19,395.209991,395.209991,395.209991,395.209991,395.198273,0.0
162,1990-11-20,391.794006,391.794006,391.794006,391.794006,391.782379,0.0
163,1990-11-21,391.929993,391.929993,391.929993,391.929993,391.918365,0.0
164,1990-11-22,390.041992,390.041992,390.041992,390.041992,390.030426,0.0
165,1990-11-23,390.987,390.987,390.987,390.987,390.975403,0.0
166,1990-11-26,389.65799,389.65799,389.65799,389.65799,389.64642299999997,0.0
167,1990-11-27,388.471985,388.471985,388.471985,388.471985,388.46047999999996,0.0
168,1990-11-28,387.37701400000003,387.37701400000003,387.37701400000003,387.37701400000003,387.365509,0.0
169,1990-11-29,384.799011,384.799011,384.799011,384.799011,384.787598,0.0
170,1990-11-30,382.20300299999997,382.20300299999997,382.20300299999997,382.20300299999997,382.19165,0.0
171,1990-12-03,378.118988,378.118988,378.118988,378.118988,378.107758,0.0
172,1990-12-04,376.286987,376.286987,376.286987,376.286987,376.275818,0.0
173,1990-12-05,371.197998,371.197998,371.197998,371.197998,371.186981,0.0
174,1990-12-06,380.967987,380.967987,380.967987,380.967987,380.956696,0.0
175,1990-12-07,380.722992,380.722992,380.722992,380.722992,380.7117,0.0
176,1990-12-10,378.582001,378.582001,378.582001,378.582001,378.57077000000004,0.0
177,1990-12-11,381.493988,381.493988,381.493988,381.493988,381.482666,0.0
178,1990-12-12,383.657013,383.657013,383.657013,383.657013,383.64563,0.0
179,1990-12-13,386.115997,386.115997,386.115997,386.115997,386.10455299999995,0.0
180,1990-12-14,390.414001,390.414001,390.414001,390.414001,390.402405,0.0
181,1990-12-17,395.21200600000003,395.21200600000003,395.21200600000003,395.21200600000003,395.200287,0.0
182,1990-12-18,398.216003,398.216003,398.216003,398.216003,398.204163,0.0
183,1990-12-19,397.86801099999997,397.86801099999997,397.86801099999997,397.86801099999997,397.856201,0.0
184,1990-12-20,398.240997,398.240997,398.240997,398.240997,398.229156,0.0
185,1990-12-21,400.458008,400.458008,400.458008,400.458008,400.446106,0.0
188,1990-12-26,403.842987,403.842987,403.842987,403.842987,403.830994,0.0
189,1990-12-27,410.61499,410.61499,410.61499,410.61499,410.602783,0.0
190,1990-12-28,417.78799399999997,417.78799399999997,417.78799399999997,417.78799399999997,417.775604,0.0
194,1991-01-03,408.53799399999997,408.53799399999997,408.53799399999997,408.53799399999997,408.52587900000003,0.0
195,1991-01-04,408.490997,408.490997,408.490997,408.490997,408.478882,0.0
196,1991-01-07,404.816986,404.816986,404.816986,404.816986,404.804993,0.0
197,1991-01-08,401.647003,401.647003,401.647003,401.647003,401.635071,0.0
198,1991-01-09,399.132996,399.132996,399.132996,399.132996,399.121155,0.0
199,1991-01-10,397.382996,397.382996,397.382996,397.382996,397.371216,0.0
200,1991-01-11,394.76599100000004,394.76599100000004,394.76599100000004,394.76599100000004,394.754272,0.0
201,1991-01-14,391.170013,391.170013,391.170013,391.170013,391.158386,0.0
202,1991-01-15,390.51001,390.51001,390.51001,390.51001,390.49841299999997,0.0
203,1991-01-16,389.22399900000005,389.22399900000005,389.22399900000005,389.22399900000005,389.21243300000003,0.0
204,1991-01-17,389.64099100000004,389.64099100000004,389.64099100000004,389.64099100000004,389.629425,0.0
205,1991-01-18,393.190002,393.190002,393.190002,393.190002,393.17834500000004,0.0
206,1991-01-21,389.12298599999997,389.12298599999997,389.12298599999997,389.12298599999997,389.11142,0.0
207,1991-01-22,387.46701,387.46701,387.46701,387.46701,387.45550499999996,0.0
208,1991-01-23,387.075989,387.075989,387.075989,387.075989,387.064484,0.0
209,1991-01-24,384.980011,384.980011,384.980011,384.980011,384.968567,0.0
210,1991-01-25,384.209991,384.209991,384.209991,384.209991,384.198578,0.0
211,1991-01-28,384.835999,384.835999,384.835999,384.835999,384.824585,0.0
212,1991-01-29,385.100006,385.100006,385.100006,385.100006,385.088562,0.0
213,1991-01-30,384.403992,384.403992,384.403992,384.403992,384.39257799999996,0.0
214,1991-01-31,383.01800499999996,383.01800499999996,383.01800499999996,383.01800499999996,383.006653,0.0
215,1991-02-01,383.62600699999996,383.62600699999996,383.62600699999996,383.62600699999996,383.61462400000005,0.0
216,1991-02-04,383.865997,383.865997,383.865997,383.865997,383.854614,0.0
217,1991-02-05,382.78299,382.78299,382.78299,382.78299,382.771637,0.0
218,1991-02-06,381.0,381.0,381.0,381.0,380.98870800000003,0.0
219,1991-02-07,382.298004,382.298004,382.298004,382.298004,382.286652,0.0
220,1991-02-08,381.274994,381.274994,381.274994,381.274994,381.26367200000004,0.0
221,1991-02-11,381.230011,381.230011,381.230011,381.230011,381.218719,0.0
223,1991-02-13,381.238007,381.238007,381.238007,381.238007,381.226715,0.0
224,1991-02-14,382.43899500000003,382.43899500000003,382.43899500000003,382.43899500000003,382.427643,0.0
225,1991-02-15,382.26800499999996,382.26800499999996,382.26800499999996,382.26800499999996,382.256653,0.0
226,1991-02-18,385.40100099999995,385.40100099999995,385.40100099999995,385.40100099999995,385.38955699999997,0.0
227,1991-02-19,388.300995,388.300995,388.300995,388.300995,388.28949,0.0
228,1991-02-20,396.174988,396.174988,396.174988,396.174988,396.163208,0.0
229,1991-02-21,406.826996,406.826996,406.826996,406.826996,406.81494100000003,0.0
230,1991-02-22,419.53299000000004,419.53299000000004,419.53299000000004,419.53299000000004,419.520538,0.0
231,1991-02-25,427.01901200000003,427.01901200000003,427.01901200000003,427.01901200000003,427.00631699999997,0.0
232,1991-02-26,411.402008,411.402008,411.402008,411.402008,411.389801,0.0
233,1991-02-27,403.39898700000003,403.39898700000003,403.39898700000003,403.39898700000003,403.386993,0.0
234,1991-02-28,391.329987,391.329987,391.329987,391.329987,391.318359,0.0
235,1991-03-01,387.924988,387.924988,387.924988,387.924988,387.913483,0.0
236,1991-03-04,382.201996,382.201996,382.201996,382.201996,382.190643,0.0
237,1991-03-05,378.582001,378.582001,378.582001,378.582001,378.57077000000004,0.0
238,1991-03-06,382.407013,382.407013,382.407013,382.407013,382.39566,0.0
239,1991-03-07,386.35199,386.35199,386.35199,386.35199,386.340546,0.0
240,1991-03-08,390.04599,390.04599,390.04599,390.04599,390.034424,0.0
241,1991-03-11,398.40499900000003,398.40499900000003,398.40499900000003,398.40499900000003,398.393158,0.0
242,1991-03-12,397.097992,397.097992,397.097992,397.097992,397.086212,0.0
243,1991-03-13,398.77600099999995,398.77600099999995,398.77600099999995,398.77600099999995,398.76416,0.0
244,1991-03-14,400.407013,400.407013,400.407013,400.407013,400.39514199999996,0.0
245,1991-03-15,401.02999900000003,401.02999900000003,401.02999900000003,401.02999900000003,401.018097,0.0
246,1991-03-18,398.865997,398.865997,398.865997,398.865997,398.854156,0.0
247,1991-03-19,398.149994,398.149994,398.149994,398.149994,398.138153,0.0
248,1991-03-20,398.76001,398.76001,398.76001,398.76001,398.748169,0.0
249,1991-03-21,397.709991,397.709991,397.709991,397.709991,397.698212,0.0
250,1991-03-22,398.235992,398.235992,398.235992,398.235992,398.224152,0.0
251,1991-03-25,400.875,400.875,400.875,400.875,400.863098,0.0
252,1991-03-26,403.22699,403.22699,403.22699,403.22699,403.214996,0.0
253,1991-03-27,406.980011,406.980011,406.980011,406.980011,406.967926,0.0
254,1991-03-28,408.109985,408.109985,408.109985,408.109985,408.09787,0.0
256,1991-04-01,407.092987,407.092987,407.092987,407.092987,407.080902,0.0
257,1991-04-02,404.10400400000003,404.10400400000003,404.10400400000003,404.10400400000003,404.09201,0.0
258,1991-04-03,404.539001,404.539001,404.539001,404.539001,404.527008,0.0
259,1991-04-04,406.115997,406.115997,406.115997,406.115997,406.103943,0.0
260,1991-04-05,406.774994,406.774994,406.774994,406.774994,406.762939,0.0
261,1991-04-08,408.065002,408.065002,408.065002,408.065002,408.052887,0.0
262,1991-04-09,410.792999,410.792999,410.792999,410.792999,410.780792,0.0
263,1991-04-10,412.071991,412.071991,412.071991,412.071991,412.059784,0.0
264,1991-04-11,411.782013,411.782013,411.782013,411.782013,411.769806,0.0
265,1991-04-12,412.480011,412.480011,412.480011,412.480011,412.46774300000004,0.0
271,1991-04-22,415.553986,415.553986,415.553986,415.553986,415.541656,0.0
272,1991-04-23,419.58099400000003,419.58099400000003,419.58099400000003,419.58099400000003,419.568542,0.0
273,1991-04-24,421.911987,421.911987,421.911987,421.911987,421.899445,0.0
274,1991-04-25,423.19100999999995,423.19100999999995,423.19100999999995,423.19100999999995,423.178467,0.0
275,1991-04-26,423.14999400000005,423.14999400000005,423.14999400000005,423.14999400000005,423.137451,0.0
276,1991-04-29,420.571014,420.571014,420.571014,420.571014,420.558533,0.0
277,1991-04-30,413.713013,413.713013,413.713013,413.713013,413.70074500000004,0.0
278,1991-05-01,413.36801099999997,413.36801099999997,413.36801099999997,413.36801099999997,413.355743,0.0
279,1991-05-02,412.221008,412.221008,412.221008,412.221008,412.208771,0.0
280,1991-05-03,407.48098799999997,407.48098799999997,407.48098799999997,407.48098799999997,407.46890299999995,0.0
281,1991-05-06,407.584991,407.584991,407.584991,407.584991,407.57287599999995,0.0
282,1991-05-07,406.527008,406.527008,406.527008,406.527008,406.514954,0.0
283,1991-05-08,406.652008,406.652008,406.652008,406.652008,406.639954,0.0
285,1991-05-10,407.674988,407.674988,407.674988,407.674988,407.662872,0.0
286,1991-05-13,406.925995,406.925995,406.925995,406.925995,406.91391,0.0
287,1991-05-14,404.93701200000004,404.93701200000004,404.93701200000004,404.93701200000004,404.925018,0.0
288,1991-05-15,404.782013,404.782013,404.782013,404.782013,404.77002000000005,0.0
289,1991-05-16,403.057007,403.057007,403.057007,403.057007,403.045044,0.0
290,1991-05-17,404.87298599999997,404.87298599999997,404.87298599999997,404.87298599999997,404.860992,0.0
291,1991-05-20,406.01800499999996,406.01800499999996,406.01800499999996,406.01800499999996,406.005951,0.0
292,1991-05-21,406.457001,406.457001,406.457001,406.457001,406.444946,0.0
293,1991-05-22,406.70300299999997,406.70300299999997,406.70300299999997,406.70300299999997,406.690948,0.0
294,1991-05-23,403.502991,403.502991,403.502991,403.502991,403.490997,0.0
295,1991-05-24,402.735992,402.735992,402.735992,402.735992,402.72406,0.0
296,1991-05-27,397.865997,397.865997,397.865997,397.865997,397.854187,0.0
298,1991-05-29,396.507996,396.507996,396.507996,396.507996,396.496216,0.0
299,1991-05-30,397.74301099999997,397.74301099999997,397.74301099999997,397.74301099999997,397.731201,0.0
300,1991-05-31,397.600006,397.600006,397.600006,397.600006,397.58822599999996,0.0
301,1991-06-03,396.524994,396.524994,396.524994,396.524994,396.513214,0.0
302,1991-06-04,395.130005,395.130005,395.130005,395.130005,395.118286,0.0
303,1991-06-05,394.0,394.0,394.0,394.0,393.988312,0.0
304,1991-06-06,395.634003,395.634003,395.634003,395.634003,395.622284,0.0
305,1991-06-07,395.928986,395.928986,395.928986,395.928986,395.917206,0.0
306,1991-06-10,390.51001,390.51001,390.51001,390.51001,390.49841299999997,0.0
307,1991-06-11,390.363007,390.363007,390.363007,390.363007,390.35143999999997,0.0
308,1991-06-12,387.246002,387.246002,387.246002,387.246002,387.23449700000003,0.0
309,1991-06-13,382.85699500000004,382.85699500000004,382.85699500000004,382.85699500000004,382.845642,0.0
310,1991-06-14,379.765015,379.765015,379.765015,379.765015,379.753723,0.0
311,1991-06-17,374.43899500000003,374.43899500000003,374.43899500000003,374.43899500000003,374.427887,0.0
312,1991-06-18,374.95901499999997,374.95901499999997,374.95901499999997,374.95901499999997,374.94787599999995,0.0
313,1991-06-19,373.924011,373.924011,373.924011,373.924011,373.912933,0.0
314,1991-06-20,374.628998,374.628998,374.628998,374.628998,374.617859,0.0
315,1991-06-21,372.713989,372.713989,372.713989,372.713989,372.702911,0.0
316,1991-06-24,370.242004,370.242004,370.242004,370.242004,370.231018,0.0
317,1991-06-25,367.992004,367.992004,367.992004,367.992004,367.981079,0.0
318,1991-06-26,360.385986,360.385986,360.385986,360.385986,360.37530499999997,0.0
319,1991-06-27,354.205994,354.205994,354.205994,354.205994,354.195465,0.0
320,1991-06-28,346.26599100000004,346.26599100000004,346.26599100000004,346.26599100000004,346.255737,0.0
321,1991-07-01,342.919006,342.919006,342.919006,342.919006,342.908813,0.0
322,1991-07-02,340.385986,340.385986,340.385986,340.385986,340.375885,0.0
323,1991-07-03,339.464996,339.464996,339.464996,339.464996,339.454895,0.0
324,1991-07-04,342.84500099999997,342.84500099999997,342.84500099999997,342.84500099999997,342.834839,0.0
325,1991-07-05,341.778992,341.778992,341.778992,341.778992,341.768829,0.0
326,1991-07-08,338.308014,338.308014,338.308014,338.308014,338.297974,0.0
327,1991-07-09,332.24899300000004,332.24899300000004,332.24899300000004,332.24899300000004,332.239136,0.0
328,1991-07-10,333.37701400000003,333.37701400000003,333.37701400000003,333.37701400000003,333.367126,0.0
329,1991-07-11,328.558014,328.558014,328.558014,328.558014,328.548248,0.0
330,1991-07-12,328.615997,328.615997,328.615997,328.615997,328.606232,0.0
331,1991-07-15,325.527008,325.527008,325.527008,325.527008,325.517334,0.0
332,1991-07-16,324.134003,324.134003,324.134003,324.134003,324.12439,0.0
333,1991-07-17,323.266998,323.266998,323.266998,323.266998,323.257385,0.0
334,1991-07-18,324.627991,324.627991,324.627991,324.627991,324.618347,0.0
335,1991-07-19,322.946014,322.946014,322.946014,322.946014,322.936401,0.0
336,1991-07-22,324.903992,324.903992,324.903992,324.903992,324.894348,0.0
337,1991-07-23,325.257996,325.257996,325.257996,325.257996,325.248352,0.0
338,1991-07-24,327.756012,327.756012,327.756012,327.756012,327.746277,0.0
339,1991-07-25,332.954987,332.954987,332.954987,332.954987,332.945099,0.0
340,1991-07-26,332.47900400000003,332.47900400000003,332.47900400000003,332.47900400000003,332.46911600000004,0.0
341,1991-07-29,337.43399,337.43399,337.43399,337.43399,337.42395,0.0
342,1991-07-30,338.803009,338.803009,338.803009,338.803009,338.79296899999997,0.0
343,1991-07-31,339.958008,339.958008,339.958008,339.958008,339.947906,0.0
344,1991-08-01,337.572998,337.572998,337.572998,337.572998,337.562958,0.0
345,1991-08-02,336.054993,336.054993,336.054993,336.054993,336.045013,0.0
346,1991-08-05,334.01001,334.01001,334.01001,334.01001,334.000092,0.0
347,1991-08-06,332.76001,332.76001,332.76001,332.76001,332.75012200000003,0.0
348,1991-08-07,330.684998,330.684998,330.684998,330.684998,330.675171,0.0
349,1991-08-08,332.43899500000003,332.43899500000003,332.43899500000003,332.43899500000003,332.429108,0.0
350,1991-08-09,331.975006,331.975006,331.975006,331.975006,331.965149,0.0
351,1991-08-12,337.64599599999997,337.64599599999997,337.64599599999997,337.64599599999997,337.635956,0.0
352,1991-08-13,334.25,334.25,334.25,334.25,334.240082,0.0
353,1991-08-14,331.696014,331.696014,331.696014,331.696014,331.686188,0.0
354,1991-08-15,329.945007,329.945007,329.945007,329.945007,329.935242,0.0
355,1991-08-16,329.93798799999996,329.93798799999996,329.93798799999996,329.93798799999996,329.928223,0.0
356,1991-08-19,322.10400400000003,322.10400400000003,322.10400400000003,322.10400400000003,322.094452,0.0
357,1991-08-20,316.468994,316.468994,316.468994,316.468994,316.45959500000004,0.0
